Work Order,Activity Code,Name,Scion,Rootstock,Bin Number,Piece Row Position,Internal ID,Tray Type,Scion Material Type,Budwood Source,Rootstock Material Type,Rootstock Source,Label Color,Quantity,Crop,Scion Patent,Rootstock Patent,Lot Number,Labels Needed,Scion Label Color,Rootstock Label Color,Last Updated,SCRIPT_VERSION
WO3121,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Red,3,Prune,,,K2N-122 | M-40,.06,Red,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3120,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Red,3,Prune,,,K2N-122 | Krymsk® 86,.06,Red,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3103,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,White,3,Prune,,,J27N-125 | Krymsk® 86,.06,White,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3145,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Dark Purple,3,Prune,,,K7N-205 | M-40,.06,Dark Purple,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5279,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Yellow,3,Prune,,,J21N-160 | M-40,.38,Yellow,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5317,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Yellow,3,Prune,,,K7N-198 | Krymsk® 86,.38,Yellow,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5299,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Tan,3,Prune,,,K2N-140 | Krymsk® 86,.38,Tan,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5314,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Lilac,3,Prune,,,K3S-59 | M-40,.38,Lilac,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5297,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Red,3,Prune,,,K2N-122 | Krymsk® 86,.38,Red,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5278,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Yellow,3,Prune,,,J21N-160 | Krymsk® 86,.38,Yellow,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4164,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,,3,Prune,,,J1S-22 | M-40,.06,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3104,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,White,3,Prune,,,J27N-125 | M-40,.06,White,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3102,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Yellow,3,Prune,,,J21N-160 | M-40,.06,Yellow,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3127,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Lavender,3,Prune,,,K2S-29 | M-40,.06,Lavender,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3135,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Dark Blue,3,Prune,,,K3N-140 | M-40,.06,Dark Blue,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5304,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Lavender,3,Prune,,,K2S-29 | M-40,.38,Lavender,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5319,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Dark Purple,3,Prune,,,K7N-205 | Krymsk® 86,.38,Dark Purple,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5323,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Hot Pink,3,Prune,,,K9S-17 | Krymsk® 86,.38,Hot Pink,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5303,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Lavender,3,Prune,,,K2S-29 | Krymsk® 86,.38,Lavender,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5301,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Gold,3,Prune,,,K2N-168 | Krymsk® 86,.38,Gold,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5309,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Red,3,Prune,,,K2S-77 | Krymsk® 86,.38,Red,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5325,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,,3,Prune,,,Tulare Giant | M-40,.38,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3130,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Orange,3,Prune,,,K2S-62 | Krymsk® 86,.06,Orange,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3084,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Apple Green,3,Prune,,,F8N-68 | Krymsk® 86,.06,Apple Green,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3263,Pre-Ship Sorting - 100mm,Almond | Padre | SG1® Titan | 100mm 8 | Pre-ship,Padre,SG1® Titan,Shadehouse #03-E,,14895,100mm 8,,,,,Gold,3,Almond,,,2026,.38,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3131,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Orange,3,Prune,,,K2S-62 | M-40,.06,Orange,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3729,Sorting - 100mm,Almond | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,- None -,,35931,100mm 8,,,,,White,3,Almond,,,Nonpareil | Vi-T1- SG1® Titan-3B,.38,White,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5311,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Dark Blue,3,Prune,,,K3N-140 | Krymsk® 86,.38,Dark Blue,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5280,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,White,3,Prune,,,J27N-125 | Krymsk® 86,.38,White,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5302,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Gold,3,Prune,,,K2N-168 | M-40,.38,Gold,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5293,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Grey,3,Prune,,,J44S-37 | M-40,.38,Grey,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4741,Potting Up - 120mm,Pistachio Rootstock | | RSCH Rootstock | 120mm 6 |,,RSCH Rootstock,FourBays #06,,36284,120mm 6,,,Seed,,,3,Pistachio Rootstock,,,| A12.4/D8.6,.5,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3141,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Coral,3,Prune,,,K4N-132 | M-40,.06,Coral,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3138,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Lilac,3,Prune,,,K3S-59 | Krymsk® 86,.06,Lilac,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3134,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Dark Blue,3,Prune,,,K3N-140 | Krymsk® 86,.06,Dark Blue,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3124,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Gold,3,Prune,,,K2N-168 | Krymsk® 86,.06,Gold,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3105,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Yellow,3,Prune,,,J34N-170 | Krymsk® 86,.06,Yellow,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3086,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Blue,3,Prune,,,G16N-19 | M-40,.06,Blue,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3150,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,,3,Prune,,,Tulare Giant | M-40,.06,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3129,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Hot Pink,3,Prune,,,K2S-35 | M-40,.06,Hot Pink,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2576,Potting Up - 100mm,Walnut Rootstock | | RSCH Rootstock | Oversize |,,RSCH Rootstock,Research GH Z,,36724,Oversize,,,,,,3,Walnut Rootstock,,,| Eastern Black Walnut,0,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1100,Pre-Ship Sorting - 100mm,Nectarine | Red Gold | Krymsk® 86 | 100mm 8 | Pre-ship,Red Gold,Krymsk® 86,High Tunnels #06-C,,15008,100mm 8,Green Budwood,Prune North,Hardwood Cutting,Prune South,Lime,3,Nectarine,,,2026,.38,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5282,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Yellow,3,Prune,,,J34N-170 | Krymsk® 86,.38,Yellow,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5295,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Grey,3,Prune,,,J45N-134 | M-40,.38,Grey,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5298,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Red,3,Prune,,,K2N-122 | M-40,.38,Red,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3132,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Red,3,Prune,,,K2S-77 | Krymsk® 86,.06,Red,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO2876,Pre-Ship Sorting - 100mm,Almond | Independence® (Alm-21 cv.) | Magnus™ | 100mm 8 | Pre-Ship,Independence® (Alm-21 cv.),Magnus™,- None -,,14609,100mm 8,,,,,Lilac,3,Almond,USPP# 20295,,2026,.38,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO1099,Pre-Ship Sorting - 100mm,Nectarine | Independence Nectarine | Krymsk® 86 | 100mm 8 | Pre-ship,Independence Nectarine,Krymsk® 86,High Tunnels #06-C,,14602,100mm 8,Green Budwood,Prune North,Hardwood Cutting,Prune South,Gold,3,Nectarine,,,2026,.38,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5308,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Orange,3,Prune,,,K2S-62 | M-40,.38,Orange,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5306,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Hot Pink,3,Prune,,,K2S-35 | M-40,.38,Hot Pink,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5281,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,White,3,Prune,,,J27N-125 | M-40,.38,White,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5292,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Grey,3,Prune,,,J44S-37 | Krymsk® 86,.38,Grey,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5263,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Blue,3,Prune,,,G16N-19 | M-40,.38,Blue,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO4163,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,,3,Prune,,,H13N-42 | M-40,.06,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3117,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Grey,3,Prune,,,J45N-134 | Krymsk® 86,.06,Grey,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3143,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Yellow,3,Prune,,,K7N-198 | M-40,.06,Yellow,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3139,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Lilac,3,Prune,,,K3S-59 | M-40,.06,Lilac,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3126,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Lavender,3,Prune,,,K2S-29 | Krymsk® 86,.06,Lavender,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3106,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Yellow,3,Prune,,,J34N-170 | M-40,.06,Yellow,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3147,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Pink,3,Prune,,,K7N-207 | M-40,.06,Pink,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3146,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Pink,3,Prune,,,K7N-207 | Krymsk® 86,.06,Pink,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3133,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Red,3,Prune,,,K2S-77 | M-40,.06,Red,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO174,Pre-Ship Sorting - 100mm,Apple | Gala (Baigent Cv.) | Bud 119 | 100mm 8 | Pre-ship,Gala (Baigent Cv.),Bud 119,Shadehouse #03-W,,22204,100mm 8,Dormant Budwood,Prune North,TC,SG Micropropagation,Grey,3,Apple,,,2026,.38,,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5313,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Lilac,3,Prune,,,K3S-59 | Krymsk® 86,.38,Lilac,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5283,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Yellow,3,Prune,,,J34N-170 | M-40,.38,Yellow,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5305,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Hot Pink,3,Prune,,,K2S-35 | Krymsk® 86,.38,Hot Pink,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5294,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Grey,3,Prune,,,J45N-134 | Krymsk® 86,.38,Grey,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5307,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Orange,3,Prune,,,K2S-62 | Krymsk® 86,.38,Orange,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5300,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Tan,3,Prune,,,K2N-140 | M-40,.38,Tan,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5261,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Apple Green,3,Prune,,,F8N-68 | Krymsk® 86,.38,Apple Green,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3118,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Grey,3,Prune,,,J45N-134 | M-40,.06,Grey,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3116,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Grey,3,Prune,,,J44S-37 | M-40,.06,Grey,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3115,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Grey,3,Prune,,,J44S-37 | Krymsk® 86,.06,Grey,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3140,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Coral,3,Prune,,,K4N-132 | Krymsk® 86,.06,Coral,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3122,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Tan,3,Prune,,,K2N-140 | Krymsk® 86,.06,Tan,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3149,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Hot Pink,3,Prune,,,K9S-17 | M-40,.06,Hot Pink,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO3148,Grafting,Prune | RSCH Scion | RSCH Rootstock | 40mm 50 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36332,40mm 50,,,,,Hot Pink,3,Prune,,,K9S-17 | Krymsk® 86,.06,Hot Pink,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
WO5310,Potting Up - 100mm,Prune | RSCH Scion | RSCH Rootstock | 100mm 8 |,RSCH Scion,RSCH Rootstock,FourBays #06,,36327,100mm 8,,,,,Red,3,Prune,,,K2S-77 | M-40,.38,Red,,05/08/2026 16:41:56,vFIXOVERWRITE-2025-12-29-TIMEOUT2M-DUMP-FILTERS-TASK1015
